,text,translation,sentiment,label
1150,@peraltasbucky @Iucasbug THIS IS A MASTERPIECE,@peraltasbucky @Iucasbug ESTO ES UNA OBRA MAESTRA,0.0758071963143809,esfj
1151,OHHHHH i died I NEED THEM BACK.,OHHHHH me morí LOS NECESITO DE VUELTA.,0.2125028750101645,esfj
1152,@isalored oh MY god,@isalored oh MY god,0.4978922592055748,esfj
1153,@W1LLBYL3RS el or will,@W1LLBYL3RS el o se,0.3182031744479824,esfj
1154,@steddielovemap hii can we be friends !,¡@steddielovemap hii podemos ser amigos !,0.1217849735850746,esfj
1155,@bricklepickIe hiii can we be friends !,¡@bricklepickIe hiii podemos ser amigos !,0.1217849735850746,esfj
1156,@nancyselwithz @EdsheeranVII AND NOBODY GOT A PIC YOU PEOPLE HATE ME.,@nancyselwithz @EdsheeranVII Y NADIE TIENE UNA FOTO USTEDES ME ODIA.,0.0091421008130664,esfj
1157,@bylerodrigo same,@bylerodrigo mismo,0.2852714593764641,esfj
1158,@sardersn SO TRUE OF U,@sardersn TAN CIERTO DE U,0.114680951267106,esfj
1159,@popclairs that’s so vile,@popclairs eso es tan vil,0.0324847155227061,esfj
1160,@dustinsbyler @beefbeefbyers that is disgusting he is a child.,@dustinsbyler @beefbeefbyers eso es asqueroso es un niño.,3.988319739078647e-05,esfj
1161,LOL.,LOL.,0.4978922592055748,esfj
1162,@moonnlighthouse 💪💪,@moonnlighthouse 💪💪,0.4978922592055748,esfj
1163,@fujimxto @moonnlighthouse SAME😭,@fujimxto @moonnlighthouse SAME😭,0.4978922592055748,esfj
1164,OH YEAAHSHHHHH https://t.co/HKnyH35Sz3,OH YEAAHSHHHHH https://t.co/HKnyH35Sz3,0.4978922592055748,esfj
1165,core four come home,el núcleo cuatro vuelve a casa,0.4652636437642871,esfj
1166,@roryjt MEMEMEMEMEME,@roryjt MEMEMEME,0.4978922592055748,esfj
1167,@herbodys NOOOO,@herbodys NOOOO,0.4978922592055748,esfj
1168,@mockedwheeler YES,@mockedwheeler SI,0.3318228626708164,esfj
1169,@Hope212Abby literally,@Hope212Abby literalmente,0.3445928386814541,esfj
1170,@kapoorsituno @thehe11fireclub this,@kapoorsituno @thehe11fireclub esto,0.2369710931082333,esfj
1171,@oikawawrlds sleep so that when i wake up i get to stress about procrastinating instead,@oikawawrlds dormir para que cuando me despierto me estreso en lugar de procrastinar,4.465122494232357e-05,esfj
1172,AYO WHAT TOMORROW’S VALENTINE’s DAy,AYO QUE MAÑANA ES DÍA DE SAN VALENTÍN,0.3402373080741571,esfj
1173,aha i think i done failed,aha creo que he fallado,0.0276398432762901,esfj
1174,i need some pretty layouts i’m tryna be a new me,necesito algunos diseños bonitos estoy tryna ser un nuevo yo,0.0508772046578358,esfj
1175,@MCLKJIN diluc giving what to who 🧍🏻‍♀️,@MCLKJIN diluc dando qué a quién 🧍🏻‍♀️,0.1582587804206703,esfj
1176,@albedochurl thank you!!,@albedochurl ¡¡gracias!!,0.5533970533999424,esfj
1177,@MCLKJIN her jealousy is showing 🙄🤚🏻,@MCLKJIN sus celos se están mostrando 🙄🤚🏻,0.222407270415473,esfj
1178,i have to read whole fucking book before my midterm that i have not remotely heard of i am PERISHING,tengo que leerme todo un puto libro antes de mi parcial del que ni remotamente he oído hablar me estoy PERDIENDO,2.762530334391469e-06,esfj
1179,@VAlY4VAl ahem ALBEDO because MANS DODGED ME TWICE IM-,@VAlY4VAl ejem ALBEDO porque MANS DODGED ME DOS VECES IM-,0.0063946893157798,esfj
1180,me emailing my prof at 3 am thinking i’ll get a reply in the next .104859294 microseconds,yo enviando un correo electrónico a mi profesor a las 3 de la mañana pensando que recibiré una respuesta en los próximos .104859294 microsegundos,1.4643580298418589e-06,esfj
1181,@jeanlless AYATO,@jeanlless AYATO,0.4978922592055748,esfj
1182,@taemii_u YESSS TAE GET THE MAN,@taemii_u YESSS TAE GET THE MAN,0.8232975942751998,esfj
1183,@jeanlless HI,@jeanlless HI,0.4978922592055748,esfj
1184,@luvitits diluc and zhongli 😬,@luvitits diluc y zhongli 😬,0.4978922592055748,esfj
1185,@jeanlless oya????,@jeanlless oya????,0.4978922592055748,esfj
1186,@gorqiu AYATO,@gorqiu AYATO,0.4978922592055748,esfj
1187,@wxlkukiyo a FAT mood,@wxlkukiyo a FAT mood,0.4978922592055748,esfj
1188,@taemii_u PERIODT,@taemii_u PERIODT,0.4978922592055748,esfj
1189,@taemii_u LITERALLY,@taemii_u LITERALMENTE,0.3445928386814541,esfj
1190,AYATO’S HANDS UGH,LAS MANOS DE AYATO UGH,0.4373255837432663,esfj
1191,HYDRO CHARACTERS ARE SO PRETTY,LOS PERSONAJES DE HYDRO SON TAN BONITOS,0.0076136272824707,esfj
1192,my toxic trait is cutting my bangs with kitchen scissors whenever i get stressed,mi rasgo tóxico es cortarme el flequillo con tijeras de cocina cada vez que me estreso,0.0188715554103795,esfj
1193,@K1SSMEBYE BUT NO BC FR YOU ARE SO PRETTY,@K1SSMEBYE PERO NO BC FR ERES TAN BONITA,0.0141237871970478,esfj
1194,100% on the buddhism quiz i don’t care about nor did my reading on 😭😭,100% en el cuestionario de budismo no me interesa ni lo lei 😭😭😭,0.0060230050413583,esfj
1195,@taemii_u new layout super cute too!!,¡¡¡@taemii_u nuevo diseño super lindo también!!!,0.9962382174838432,esfj
1196,i saw that i misses my seminar this week but i literally miss it every week,vi que me perdí mi seminario esta semana pero literalmente me lo pierdo todas las semanas,0.0003243139262762,esfj
1197,dude am i kicked from the class or smth because ????,amigo estoy expulsado de la clase o smth porque ????,0.134787200035543,esfj
1198,i missed my morning seminar and the TA hasn’t sent an email i’m worried,me perdí mi seminario de la mañana y el TA no ha enviado un correo electrónico estoy preocupado,6.439172243238314e-05,esfj
1199,@noctuail bro i was just telling my friends that like- he looks like he got that haircut that would be bald on a model,@noctuail hermano yo estaba diciendo a mis amigos que al igual que- parece que tiene ese corte de pelo que sería calvo en un modelo,1.06979517698767e-09,esfj
1200,@jykjuuj YOU WILL MANIFESTING,@jykjuuj TU MANIFESTARÁS,0.1992454545176713,esfj
1201,@taemii_u NOOOOO,@taemii_u NOOOOO,0.4978922592055748,esfj
1202,WTF GENSHIN ARTISTS ARE SO FAST WITH THOSE AYATO FANARTS,WTF GENSHIN ARTISTAS SON TAN RÁPIDOS CON LOS FANARTS AYATO,0.1464241296072503,esfj
1203,@inup_1 HEARTING THE F OUT OF THIS THANK YOU,@inup_1 HEARTING THE F OUT OF THIS GRACIAS,0.9012089490485196,esfj
1204,THE STREAM IS LIVE,LA TRANSMISIÓN ESTÁ EN DIRECTO,0.9153620807214196,esfj
1205,MIHOYO KEEPS SAYING SOON BUT SOON WHEN I-,MIHOYO SIGUE DICIENDO PRONTO PERO PRONTO CUANDO YO-,0.0144591215720788,esfj
1206,@gnosisadonis MHY IM LITERALLY ON MY KNEES,@gnosisadonis MHY LITERALMENTE DE RODILLAS,0.3122412164300123,esfj
1207,@scrltlves SWORD,@scrltlves ESPADA,0.4978922592055748,esfj
1208,@ITT0L0V3R 🤨🕶🤏🏻,@ITT0L0V3R 🤨🕶🤏🏻,0.4978922592055748,esfj
1209,who’s hosting giveaways rn i need to join them all for ayato funds im broke,que está organizando sorteos rn tengo que unirse a todos ellos para ayato fondos im broke,0.09270249006687,esfj
1210,@y4efeiry zhongli!,¡@y4efeiry zhongli!,0.4978922592055748,esfj
1211,PLEASE SAY IT’s SO,POR FAVOR DIGA QUE ES ASÍ,0.0023245064949208,esfj
1212,AYATO CONFIRMED 2.6??????????,AYATO CONFIRMÓ 2.6??????????,0.4978922592055748,esfj
1213,@inup_1 THATS WHAT IM TRYNA FINS OUT TOO,@inup_1 ESO ES LO QUE YO TAMBIÉN INTENTO DESCUBRIR,0.0008740641895606,esfj
1214,I BET ITS MY TIMEZONE UGH,APUESTO A QUE ES MI ZONA HORARIA UGH,0.3086293198481457,esfj
1215,i’m i’m i’m literally never shutting up about ayato face reveal ever again he WILL BE MINE,"yo soy yo soy yo, literalmente, nunca callar sobre ayato cara revelar nunca más él SERÁ MÍO",1.4528239669876044e-08,esfj
1216,@gnosisadonis BLESS YOUR SOUL,@gnosisadonis BENDICE TU ALMA,0.1992454545176713,esfj
1217,IM SHAKING WTF IS MY TWITCH PW,ESTOY TEMBLANDO WTF ES MI PW TWITCH,0.2282895959504672,esfj
1218,@gnosisadonis PERIODT. HOPE YOU GET HIM!!!,@gnosisadonis PERIODT. ¡¡¡ESPERO QUE LO CONSIGAS!!!,0.022215883106711,esfj
1219,IM SPEECHLESS MY GORGEOUS,IM SIN PALABRAS MI HERMOSA,0.6867595464077638,esfj
1220,national team can wait to be built i,equipo nacional puede esperar a ser construido i,0.1630029585979964,esfj
1221,im literally so ready i have so much shit for you,estoy literalmente tan listo tengo tanta mierda para ti,0.0311622987580051,esfj
1222,ayato i’m ready,ayato estoy listo,0.2019727512035653,esfj
1223,@gnosisadonis NO BC SAME,@gnosisadonis NO BC SAME,0.0736401149528525,esfj
1224,@GenshinImpact HES GORGEOUS OML THANK TOU MHY FOR THE MEAL,@GenshinImpact HES GORGEOUS OML GRACIAS MHY POR LA COMIDA,0.050140096748583,esfj
1225,I GOT DRESSED AT 4 IN THE MORNING FOR THIS SHIT,ME VESTÍ A LAS 4 DE LA MAÑANA PARA ESTA MIERDA,0.022067754095215,esfj
1226,HOYOLAB TOLD ME THE STREAM IS NOW SO WHERE TF IS IT MHY,HOYOLAB ME DIJO QUE LA CORRIENTE ES AHORA ASÍ QUE DONDE TF ES MHY,4.8283828322352724e-08,esfj
1227,excuse the typos i’m so,disculpa las erratas estoy tan,0.007748341579409,esfj
1228,IM LITERALLY WAKENING FROM FHE DESD FOR AUATO THAT MAN IS SO FINE,IM LITERALMENTE DESPERTAR DE FHE DESD PARA AUATO QUE EL HOMBRE ES TAN FINO,0.0035585847259067,esfj
1229,@kurikurusu klee haver!!,@kurikurusu ¡¡¡Tío trébol!!!,0.4978922592055748,esfj
1230,YES BITCH SLAYYY,SI PUTA SLAYYY,0.3318228626708164,esfj
1231,literally just let the sun explode,literalmente dejar que el sol explote,0.5703591175369367,esfj
1232,i’m no longer going to space goodbye i’m gonna get a basic bitch job,ya no voy a despedirme del espacio voy a conseguir un trabajo de perra básica,0.0006536841808799,esfj
1233,ASTRONOMY ISNT IT,ASTRONOMÍA NO ES,0.0913258027028035,esfj
1234,@K1SSMEBYE NOT AGAIN,@K1SSMEBYE NO OTRA VEZ,0.0730884000181812,esfj
1235,@kqkcmi hiiii,@kqkcmi hiiii,0.4978922592055748,esfj
1236,GOODNIGHT BIRD APP ‼️,GOODNIGHT BIRD APP ‼️,0.4978922592055748,esfj
1237,@VINSSHE good luck!!!,@VINSSHE ¡¡¡buena suerte!!!,0.5710528275107644,esfj
1238,@mkaerin_ have them all 😎,@mkaerin_ los tengo todos 😎,0.383745473251593,esfj
1239,my toxic trait is redownloading honkai when i see someone post the dude char but deleting it when i don’t see them in game,mi rasgo tóxico es volver a descargar honkai cuando veo a alguien publicar el char tío pero borrarlo cuando no los veo en el juego.,0.0001071043874034,esfj
1240,this lab report is literally ending my life,este informe de laboratorio está literalmente acabando con mi vida,0.023090019921915,esfj
1241,@knthrycs october 4!!,@knthrycs ¡¡4 de octubre!!,0.4884393079970005,esfj
1242,"@xingsqius anemo: xiao, venti, kazuha
geo: zhongli, itto
hydro: childe, mona
pyro: klee, diluc
cryo: qiqi
electro: keqing

:))","@xingsqius anemo: xiao, venti, kazuha
geo: zhongli, itto
hidro: childe, mona
pyro: klee, diluc
cryo: qiqi
electro: keqing

:))",0.4978922592055748,esfj
1243,@K1SSMEBYE LMFAO THIS IS LIKE THE SECOND TIME TODAY MY HEART 😭😭,@K1SSMEBYE LMFAO ESTA ES COMO LA SEGUNDA VEZ HOY MI CORAZÓN 😭😭,0.1058084298714343,esfj
1244,@xingsqius i won’t even lie it’s about to expire. 3 days :D,@xingsqius ni siquiera voy a mentir está a punto de expirar. 3 días :D,4.487181415618572e-05,esfj
1245,@clxudysho :)))),@clxudysho :)))),0.4978922592055748,esfj
1246,300 PRIMOGEMS 2/4/2022 OMG????,300 PRIMOGEMS 2/4/2022 OMG????,0.4978922592055748,esfj
1247,electro manifestation has to be the most annoying boss ever,electro manifestación tiene que ser el jefe más molesto jamás,1.5178622533157285e-05,esfj
1248,@mlmxingqiu sword i thinkkk,@mlmxingqiu espada creokk,0.4978922592055748,esfj
1249,@TARTAGLlASS nozomi!,¡@TARTAGLlASS nozomi!,0.4978922592055748,esfj
1250,@mlmxingqiu jeanluc 🤨🕶🤏🏻 i’m sorry i accept no other relationships besides me and diluc,@mlmxingqiu jeanluc 🤨🕶🤏🏻 lo siento no acepto otras relaciones aparte de diluc y yo,2.966474210145777e-05,esfj
1251,@gnosisadonis definitely venti!!,@gnosisadonis ¡¡¡definitivamente venti!!!,0.5875674677770483,esfj
1252,@taemii_u ZHONGLI FOR SURE,@taemii_u ZHONGLI POR SUPUESTO,0.1491520731282705,esfj
1253,@taemii_u CONGRATSSS,@taemii_u FELICIDADES,0.4978922592055748,esfj
1254,@tojiswhy gm!!,¡¡@tojiswhy gm!!,0.4978922592055748,esfj
1255,"@Yukkii_Yui anemo - traveller, xiao, venti, kazuha
geo - traveller, zhongli, itto
hydro - childe, mona, ayato (soon…","@Yukkii_Yui anemo - viajero, xiao, venti, kazuha
geo - viajero, zhongli, itto
hydro - childe, mona, ayato (pronto...",0.5948913905704724,esfj
1256,@knthrycs dn!,¡@knthrycs dn!,0.4978922592055748,esfj
1257,i do not feel daijoubu,no me siento daijoubu,0.0088005488955609,esfj
1258,@scrltlves CONGRATS OMG,@scrltlves FELICIDADES OMG,0.4978922592055748,esfj
1259,spiral abyss is literally the bane of my existence now like how hard is it to get primogems that don’t even add up to one pull,"abismo espiral es, literalmente, la pesadilla de mi existencia ahora como lo difícil que es conseguir primogems que ni siquiera se suman a un tirón",4.165992338611766e-09,esfj
1260,AIYA,AIYA,0.4978922592055748,esfj
1261,@knthrycs yee,@knthrycs yee,0.4978922592055748,esfj
1262,@gorqiu ayo don’t give mihoyo ideas 🤨🕶🤏🏻,@gorqiu ayo no le des ideas a mihoyo 🤨🕶🤏🏻,0.0154086459372056,esfj
1263,i literally still have 430 of those xiao lanterns from last years’ lantern rite,"literalmente, todavía tengo 430 de esas linternas xiao del rito de las linternas del año pasado.",0.0222818500719868,esfj
1264,the way my lil sister and her friends are rude asf to me like i will wring your necks watch your words 🤨,la forma en que mi hermana lil y sus amigos son groseros asf a mí como voy a retorcer el cuello ver sus palabras 🤨,0.0006060671353904,esfj
1265,@noctuail SHES LITERALLY A MENACE TO SOCIETY OML,@noctuail ELLA ES LITERALMENTE UNA AMENAZA PARA LA SOCIEDAD OML,0.0565318770784667,esfj
1266,@sleepyqingxin ?? does pyro come into it??? like dendro spread the fire and then electro?????,@sleepyqingxin ¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿???? como dendro propagar el fuego y luego electro?????,0.2520284744599437,esfj
1267,my parents are making me call my grandparents for lunar new year but they literally just gonna lecture me about not eating properly 🤧,mis padres me hacen llamar a mis abuelos para el año nuevo lunar pero literalmente solo me van a sermonear por no comer bien 🤧,2.015382894236886e-06,esfj
1268,@noctuail my track record of getting blocked by qiqi doesn’t agree but if you get him share the happiness😎🕶,@noctuail mi historial de ser bloqueado por qiqi no concuerda pero si lo consigues comparte la felicidad😎🕶,0.0017783053117546,esfj
1269,@noctuail JUST AYATO I ALREADY HAVE KAZOO,@noctuail JUSTO AYATO YA TENGO KAZOO,0.5740240977032081,esfj
1270,@minminyuuu_ the day for singles is actually february 15th!,¡@minminyuuu_ el día de los solteros es en realidad el 15 de febrero!,0.0103807889460524,esfj
1271,@taemii_u STANNING THIS TWT,@taemii_u STANNING THIS TWT,0.4978922592055748,esfj
1272,@taemii_u but have you seen the osial fanarts tho like he’s clearly a dilf 🤨🕶🤏🏻,@taemii_u pero has visto los fanarts de osial tho como que es claramente un dilf 🤨🕶🤏🏻,0.0005041296937754,esfj
1273,@taemii_u HELPAJDOSKAOVJ,@taemii_u HELPAJDOSKAOVJ,0.4978922592055748,esfj
1274,bird app is literally only showing me tweets from 12 hrs ago i’m-,"aplicación de aves es, literalmente, sólo me muestra tweets de hace 12 hrs estoy-",0.0213235035244374,esfj
1275,@MCLKJIN PRETTIEST LAYOUT AS ALWAYS,@MCLKJIN BONITO DISEÑO COMO SIEMPRE,0.9833609104382666,esfj
1276,@noctuail manifesting both for you queen yaaaaas,@noctuail manifestando ambos para ti reina yaaaaas,0.3126411364345252,esfj
1277,the moment we were all clowns was when we simped for osial but he was already married to beisht like does that make him a dilf,el momento en que todos éramos payasos fue cuando simped para osial pero él ya estaba casado con beisht como ¿eso lo convierte en un dilf,0.0008194968812918,esfj
1278,THE FOLLOWING LIMIT IS IRKING ME OML,EL SIGUIENTE LÍMITE ME IRRITA OML,0.1599573284974005,esfj
1279,@taemii_u I SEE ME ILY,@taemii_u ME VEO SOLO,0.0160509882317672,esfj
1280,@starriesung SAY LESS HES HUBBY,@starriesung DI MENOS HES HUBBY,0.0828968497952309,esfj
1281,@albedochurl AYO??? CONGRATS,@albedochurl AYO??? FELICIDADES,0.4978922592055748,esfj
1282,how many ears do the animal type characters in genshin have /gen,cuantas orejas tienen los personajes de tipo animal en genshin /gen,0.0137684312168693,esfj
1283,@ilvnev yes!,@ilvnev ¡Sí!,0.3969751019913017,esfj
1284,@gorqiu ganyu !! thanks for hosting,@gorqiu ganyu !! gracias por la acogida,0.1638717151525756,esfj
1285,@K1SSMEBYE I LOVE YOU,@K1SSMEBYE TE QUIERO,0.2096330969746136,esfj
1286,@taemii_u THANK YOU BESTIE,@taemii_u GRACIAS BESTIE,0.5533970533999424,esfj
1287,hm hm yes yes famous /j,hm hm si si famoso /j,0.1991726962588263,esfj
1288,wait yae miko has fox ears but do we ever see her human ears. does she even have them because ?????,espera yae miko tiene orejas de zorro pero ¿alguna vez vemos sus orejas humanas. ella incluso los tiene porque ?????,0.0002222056670809,esfj
1289,i follow so many different account from fandoms that idek anymore but i enjoy the randomness,"sigo tantas cuentas diferentes de fandoms que idek más, pero me gusta la aleatoriedad",0.0331646919851959,esfj
1290,ITS IN THE DRAFTS,ESTÁ EN LOS BORRADORES,0.8739794507440936,esfj
1291,@taemii_u :OO IM MANIFESTING ZHONGLI FOR YOU,@taemii_u :OO IM MANIFESTING ZHONGLI FOR YOU,0.4978922592055748,esfj
1292,sometimes i want to be a streamer but then i realize my laptop can barely handle google chrome,a veces quiero ser un streamer pero luego me doy cuenta de que mi portátil apenas puede manejar google chrome,1.3546442640137458e-06,esfj
1293,@minminyuuu_ the way everyone goes to the same place to test their zhongli,@minminyuuu_ la forma en que todos van al mismo lugar para probar su zhongli.,0.0066151264354698,esfj
1294,@moniyix THIS IS THE BIGGEST FLEX WHAT,@moniyix ESTA ES LA MAYOR FLEXIÓN QUE,0.3118213528690607,esfj
1295,but why if giveaway every time i get paid,pero por que si regalo cada vez que me pagan,0.0008561177164155,esfj
1296,@ITT0L0V3R if you’re lucky,@ITT0L0V3R si tienes suerte,0.1772851204010216,esfj
1297,@K1SSMEBYE ofc!,¡@K1SSMEBYE ofc!,0.4978922592055748,esfj
1298,@strxxberrymimi hello mimi!,@strxxberrymimi ¡hola mimi!,0.0606251673056588,esfj
1299,wait but if i’m a giveaway account i gotta give up making threads i gotta consider,espera pero si soy una cuenta giveaway tengo que dejar de hacer hilos tengo que considerar,5.503312246795193e-05,esfj
1300,i want to do giveaways but like not often bc i’m broke,quiero hacer regalos pero como no a menudo bc estoy quebrado,0.002621028103976,esfj
1301,wondering if mona ever paid her rent from that new commission,me pregunto si mona pagó alguna vez el alquiler de esa nueva comisión,0.0073506776725861,esfj
1302,wait i rlly want yakult from what market can i get a cardboard box full,espera quiero yakult de que mercado puedo conseguir una caja de carton llena,0.0043994190691573,esfj
1303,@gl4zelilies as you shoulddd 😤😤,@gl4zelilies como debe serdd 😤😤,0.198169479012462,esfj
1304,@oaixw YES,@oaixw SÍ,0.3969751019913017,esfj
1305,@noctuail dps barb op tho???? my friend’s barb did like 50k,@noctuail dps barb op tho???? barb de mi amigo hizo como 50k,0.0178878595662525,esfj
1306,"@shotanidiluc all the male 5* except albedo because he was a bitch + mona, keqing, qiqi, and klee","@shotanidiluc todos los 5* masculinos excepto albedo porque era una zorra + mona, keqing, qiqi, y klee",0.1528653354402486,esfj
1307,@gl4zelilies HI NEW MOOT,@gl4zelilies HI NEW MOOT,0.4978922592055748,esfj
1308,see being 19 is still ok but as soon as i turn 20 im officially boomer,"Mira, tener 19 años todavía está bien, pero en cuanto cumpla los 20 seré oficialmente un boomer.",0.003506821554577,esfj
1309,@6lbedo_ traveller 😎✌🏻,@6lbedo_ traveller 😎✌🏻,0.4978922592055748,esfj
1310,@ganyuslefthorn zhongli on his first banner,@ganyuslefthorn zhongli en su primera pancarta,0.2196445858734304,esfj
1311,suddenly nervous to go on this hot pot date but not rlly a date date,"de repente nervioso para ir a esta cita olla caliente, pero no rlly una fecha de fecha",0.0030904825052546,esfj
1312,me having to go ia for a day because school sucks asscheeks,yo teniendo que ir ia por un día porque la escuela apesta asscheeks,0.000154828387334,esfj
1313,@scrltlves yelan what a big bell you have 🤨🕶🤏🏻 BUT SO PRETTY,@scrltlves yelan que campana tan grande tienes 🤨🕶🤏🏻 PERO TAN BONITA,0.3615734878163682,esfj
1314,do you have your uid memorized,¿tiene memorizado su uid?,0.4246234721818498,esfj
1315,/gen,/gen,0.4978922592055748,esfj
1316,who’s yelan,quién es yelan,0.5159436667231726,esfj
1317,@scrltlves MANIFESTING,@scrltlves MANIFESTING,0.4978922592055748,esfj
1318,the urge i have to buy all the genesis packs so i can bribe ayato home,las ganas que tengo de comprar todos los packs de genesis para poder sobornar a ayato a casa,0.1972041601448767,esfj
1319,the audacity of starbucks to call me into work in the middle of my rhythm game tf,la audacia de starbucks de llamarme al trabajo en medio de mi juego de ritmo tf,0.1652231176267764,esfj
1320,SAKUSA KIYOOMI,SAKUSA KIYOOMI,0.4978922592055748,esfj
1321,no matter how often i watch diluc’s char trailer the only thing i get from it is “diluc is homeless at night”,"no importa cuantas veces vea el trailer del char de diluc lo unico que saco de el es ""diluc es un vagabundo por la noche""",0.0003238181815689,esfj
1322,i hope ayato is a support so i won’t have to build xingqiu,espero que ayato sea un apoyo para no tener que construir xingqiu,0.000463660158411,esfj
1323,@scrltlves ITS SO ADDICTING???,@scrltlves ¿ES TAN ADICTIVO?,0.22494129254181,esfj
1324,i literally spent HOURS redoing my carrd instead of studying for midterms but i rlly like how it turned out so i can’t even complain,"literalmente me pasé HORAS rehacer mi carrd en lugar de estudiar para los exámenes parciales, pero me rlly gusta cómo quedó así que ni siquiera puedo quejarme.",9.769626327421664e-10,esfj
1325,@strxxberrymimi OMG CONGRATS ON 80 MOOTIES,@strxxberrymimi OMG FELICIDADES POR LOS 80 MOOTIES,0.1097199097338858,esfj
1326,I know i’m not one of your priorities but don’t take my presence for granted aye,"Sé que no soy una de tus prioridades, pero no des por sentada mi presencia.",1.3108625120049878e-05,esfj
1327,"aye

i need someone to talk, as well as a future lover, if it's possible?","sí

necesito a alguien para hablar, así como un futuro amante, si es posible?",5.514597918658079e-05,esfj
1328,aye my new journey is just getting started here. would you be the first person to join me for a conversation in the…,aye mi nuevo viaje acaba de empezar aquí. ¿quieres ser la primera persona en unirse a mí para una conversación en el...,0.0460991687281397,esfj
1329,"Aye this might be late or perhaps to early, but my chatty side won't let me to sleep. Anyone want to accompany me?…","Puede que sea tarde o quizás demasiado temprano, pero mi lado parlanchín no me deja dormir. ¿Alguien quiere acompañarme?...",3.937715288112348e-06,esfj
1330,Aye is anyone want to talk with me on DM? Please leave a trace or paint the heart button and I will come to you in a jiffy!,"¿Alguien quiere hablar conmigo por DM? ¡Por favor, deje un rastro o pintar el botón de corazón y voy a venir a usted en un santiamén!",3.4401103177795034e-05,esfj
1331,Aye you are my best part of my sadness. You are my impossibly but I really want it. Luck my tears coming down for you. ✨,Eres mi mejor parte de mi tristeza. Eres mi imposible pero lo quiero de verdad. Suerte mis lágrimas bajan por ti. ✨,2.7029102327433705e-05,esfj
1332,Aye,Sí,0.3969751019913017,esfj
1333,Aye drop your now playing! &lt;3,Aye caer su ahora jugando! &lt;3,0.1765448009343636,esfj
1334,Aye anyone up for a talk in DM‘s? This girl is bored so she’s looking for someone to talk to. We can talk about any…,¿Alguien quiere hablar por DM? Esta chica está aburrida así que está buscando a alguien con quien hablar. Podemos hablar de cualquier...,4.2202404673497597e-07,esfj
1335,"Aye ⭐️ Hi, I'm searching for some nocturns people because this girl feels chatty but has none to talk with. Please…","Aye ⭐️ Hola, estoy buscando gente para nocturnos porque esta chica se siente charlatana pero no tiene con quien hablar. Por favor...",5.26765082464069e-10,esfj
1336,"it’s 쥬! Minju! speaking! aye  nocturnals please come out and leave a trace, we can have a before sleep talk to thro…","¡Es 쥬! Minju! hablando! aye nocturnos por favor salir y dejar un rastro, podemos tener una charla antes de dormir a thro...",1.2934625541938329e-05,esfj
1337,"✨PROMOTION ✨

A NEW AUTOBASE for OCRP, MVRP and AURP!

Check them out!
https://t.co/9wWAI3T1er","✨PROMOCIÓN ✨

¡UNA NUEVA AUTOBASE para OCRP, MVRP y AURP!

¡Échales un vistazo!
https://t.co/9wWAI3T1er",0.1670746501822543,esfj
1338,aye is there any IU sunbaenim around?,aye ¿hay alguna IU sunbaenim alrededor?,0.2368920705502876,esfj
1339,"Aye , Good day people! I am here just starting new and in need of OC Friends especially those who using Western Fac…","¡Aye , Buenos días gente! Estoy aquí acaba de empezar nuevo y en la necesidad de OC Amigos especialmente aquellos que...",0.0034090344289266,esfj
1340,"aye to ladies, i want to ask. if a guy who making a move to you and actually you got a mutual feeling towards him b…","Hola a las damas, quiero preguntar. si un chico que hacer un movimiento a usted y en realidad tienes un sentimiento mutuo hacia él b...",8.135202457845237e-07,esfj
1341,"Aye  .  The clock is ticking and I know is already late, still, I was hoping there were still people who are still…","Aye .  El reloj está corriendo y sé que ya es tarde, sin embargo, tenía la esperanza de que todavía había gente que...",3.426393591225044e-06,esfj
1342,Aye ,Sí,0.3969751019913017,esfj
1343," Not the best hour to socialize, but I still have lots of energy to interact. So, if you're on the same boat a…"," No es la mejor hora para socializar, pero aún tengo mucha energía para interactuar. Así que, si estás en el mismo barco que...",0.0006567914621227,esfj
1344,Aye ⭐︎ I know this is kinda late. But here i am trying to find some nocturns because i’m feeling so chatty right no…,Aye ⭐︎ Sé que esto es un poco tarde. Pero aquí estoy tratando de encontrar algunos nocturnos porque me siento tan charlatana derecho no ...,3.4714134371983696e-08,esfj
1345,Aye this spidey heeseung just got back from another universe and now he's looking for companion on dm. Leave a like…,Aye este spidey heeseung acaba de volver de otro universo y ahora busca compañera en dm. Deja un like...,0.0676931993918258,esfj
1346,Aye - Would anyone accompany me by having a late night conversation? I can throw in some cuddles in the offer too!…,Sí - ¿Alguien me acompañaría teniendo una conversación nocturna? También puedo ofrecer algunos mimos...,0.0171431243184115,esfj
1347,"@yerimokim May I ask, do you have set your eyes on someone lately? Aye",@yerimokim ¿Puedo preguntarte si has puesto tus ojos en alguien últimamente? Aye,0.0007405438608927,esfj
1348,"without saying that i am lee taeyong from neo culture techNOlogy, would you wanna perhaps talk to me? just a light…","sin decir que soy lee taeyong de neo culture techNOlogy, ¿quiere quizás hablar conmigo? sólo una luz...",0.0001801699408504,esfj
1349,"Aye

Hello, it's Josh here. I'm looking for anyone who's willing to be my partner for 3 days ahead. Reply if you're…","Sí

Hola, soy Josh. Estoy buscando a alguien que esté dispuesto a ser mi compañero durante 3 días por delante. Responder si estás...",8.876644802367409e-05,esfj
1350,aye drop your now playing,aye drop your now playing,0.4978922592055748,esfj
