,text,label,translation
1308,@kirk_eth I have a very nice boy for sale if you’re interested…,estj,@kirk_eth tengo un chico muy lindo en venta si te interesa....
1309,@MRMILLI0NAIRE Literally everyone is talking about it lol,estj,@MRMILLI0NAIRE Literalmente todo el mundo está hablando de ello lol
1310,#MutantMonday is anyone interested?,estj,#MutantMonday ¿alguien está interesado?
1311,"If anyone is looking for a beautiful M2, maybe as a way to get into ApeFest, I need to let go of this guy unfortuna…",estj,"Si alguien está buscando una hermosa M2, tal vez como una manera de entrar en ApeFest, tengo que dejar ir de este tipo unfortuna..."
1312,@eth_ben @1KEoYLiNKGoD Oh man… I could talk about this for days. Other common themes: partners who said “i’m a P” (…,estj,"@eth_ben @1KEoYLiNKGoD Madre mía... Podría estar hablando de esto durante días. Otros temas comunes: compañeros que decían ""soy un P"" (...."
1313,"@eth_ben @1KEoYLiNKGoD 90% predictive for 70% of people, completely meaningless for the rest. But I would never sta…",estj,"@eth_ben @1KEoYLiNKGoD 90% predictivo para el 70% de las personas, completamente sin sentido para el resto. Pero yo nunca estab..."
1314,@eth_ben Btw… I come from a consulting background that uses Myers Briggs RELIGIOUSLY like literally makes decisions…,estj,@eth_ben Btw... Vengo de una consultoría que utiliza Myers Briggs RELIGIOSAMENTE como literalmente toma decisiones....
1315,@eth_ben I am ESTJ. This is accurate,estj,@eth_ben Soy ESTJ. Esto es exacto
1316,Exactly 1 year ago I changed my life by aping into @BoredApeYC buying this majestic beauty for 0.975 ETH. He’s now…,estj,"Hace exactamente 1 año cambié mi vida al apalancarme en @BoredApeYC comprando esta majestuosa belleza por 0,975 ETH. Ahora está..."
1317,@SpottieWiFi @CollieBuddz is an OGGGGGG ape,estj,@SpottieWiFi @CollieBuddz es un mono OGGGGGG
1318,"@ClamzEth @MAYCBoshi I don’t envy their position either, but there are probably other choices they could make if th…",estj,"@ClamzEth @MAYCBoshi Yo tampoco envidio su posición, pero probablemente hay otras opciones que podrían tomar si..."
1319,"@ClamzEth @MAYCBoshi Shrug 🤷🏻‍♂️ I live here also and have been to many 5k person events (Gov ball, Ezoo, Columbia…",estj,"@ClamzEth @MAYCBoshi Shrug 🤷🏻‍♂️ Yo también vivo aquí y he estado en muchos eventos de 5k personas (Gov ball, Ezoo, Columbia...."
1320,"@ClamzEth @MAYCBoshi Hammerstein ballroom, flushing meadows corona, javits center, prospect park, little island",estj,"@ClamzEth @MAYCBoshi Hammerstein ballroom, flushing meadows corona, javits center, prospect park, little island"
1321,@Yieldasaurus @BoredApeYC Look forward to chilling. My tickets &amp; Airbnb are secured 😄,estj,@Yieldasaurus @BoredApeYC Estoy deseando relajarme. Mis entradas &amp; Airbnb están asegurados 😄.
1322,"@Yieldasaurus Not tonight, but am coming to Austin for F1!",estj,"@Yieldasaurus Esta noche no, pero iré a Austin para la F1."
1323,@MAYCBoshi There are plenty of 5-20k person venues in NYC Pier 17 just isn’t one of them…,estj,@MAYCBoshi Hay un montón de 5-20k personas lugares en Nueva York Pier 17 simplemente no es uno de ellos ...
1324,"I don’t have a distinct opinion on the Apefest ticketing situation, but some of these tweets that NYC doesn’t have…",estj,"No tengo una opinión definida sobre la situación de la venta de entradas para el Apefest, pero algunos de estos tweets que NYC no tiene..."
1325,@kingkong45_eth @yugalabs @BoredApeYC Do you need 9 different versions of the Token proof app or you just need one…,estj,@kingkong45_eth @yugalabs @BoredApeYC ¿Necesitas 9 versiones diferentes de la app Token proof o solo necesitas una....
1326,@L0rdSwoledemort @MetaHero_ TY for buying my $POW… any interest in my $PUNKS as well?,estj,@L0rdSwoledemort @MetaHero_ TY por comprar mi $POW... ¿algún interés en mi $PUNKS también?
1327,"@lagoframe If i buy the pass on OpenSea, how do I redeem that for a frame?",estj,"@lagoframe Si compro el pase en OpenSea, ¿cómo lo canjeo por una montura?"
1328,@CryptoStorm__ Please me!,estj,@CryptoStorm__ ¡Por favor!
1329,@Gfunkera86 @Freecard_ @MetaHero_ @pixelvault_ @Gfunkera86 would you consider lowering the royalty on MH to keep th…,estj,@Gfunkera86 @Freecard_ @MetaHero_ @pixelvault_ @Gfunkera86 ¿considerarías bajar el canon de MH para mantener la...
1330,@MetaHero_ @Freecard_ I’m the only idiot who bought more MH last month thinking that staking would be extended…,estj,@MetaHero_ @Freecard_ Soy el único idiota que compró más MH el mes pasado pensando que se ampliaría el staking....
1331,OK as usual I am going to FOMO in at the top. Buying @BokiNFT at 1.19...,estj,OK como de costumbre voy a FOMO en la parte superior. Comprando @BokiNFT a 1.19...
1332,"@phillipTheFirst @ProspectorP_ @pixelvault_ My worry is that the larger they become, the more disconnected PV/holde…",estj,"@phillipTheFirst @ProspectorP_ @pixelvault_ Mi preocupación es que cuanto más grandes sean, más desconectados PV/holde...."
1333,@CopyCheatSteal @DDreery Google maps ser! But if you’re mostly going from Times Square area to FiDi/SoHo then expre…,estj,@CopyCheatSteal @DDreery ¡Google maps ser! Pero si vas principalmente de la zona de Times Square a FiDi/SoHo entonces expre...
1334,@phillipTheFirst @ProspectorP_ @pixelvault_ I agree with all of this… the craziest thing to me is that they could m…,estj,@phillipTheFirst @ProspectorP_ @pixelvault_ Estoy de acuerdo con todo esto... lo más loco para mí es que pudieran m....
1335,"@CopyCheatSteal @DDreery Lol it is not that daunting. Me personally: less than 1 mile I walk, 1-2 miles I will eith…",estj,"@CopyCheatSteal @DDreery Lol no es tan desalentador. Yo personalmente: menos de 1 milla camino, 1-2 millas me eith..."
1336,"@renegademasterr @punkscomic @foundersdao @pixelvault_ Basically every time I had gains from something else (e.g.,…",estj,"@renegademasterr @punkscomic @foundersdao @pixelvault_ Básicamente cada vez que tenía ganancias de otra cosa (por ejemplo,..."
1337,@renegademasterr @punkscomic @foundersdao @pixelvault_ Man as someone who bought comics @ 11e &amp; 4.5e this is painfu…,estj,@renegademasterr @punkscomic @foundersdao @pixelvault_ Hombre como alguien que compró cómics @ 11e &amp; 4.5e esto es painfu....
1338,"@ppcbz I think it depends where you’re looking and/or age of the housing stock. When we were looking, all of the be…",estj,"@ppcbz Creo que depende de donde busques y/o antigüedad del parque de viviendas. Cuando estábamos buscando, todos los be..."
1339,@tmagled Very interested! And I am only mediocre at FF,estj,@tmagled ¡Muy interesado! Y sólo soy mediocre en FF
1340,@CopyCheatSteal I live in the city. Every time you park a car it’s $20 (30 min) to $150 (day rate near TS)… parking…,estj,@CopyCheatSteal Yo vivo en la ciudad. Cada vez que aparcar un coche es de $ 20 (30 min) a $ 150 (tarifa de un día cerca de TS) ... estacionamiento ...
1341,@VegabondETH I would do this! And I live here so have good takes on sushi!,estj,"@VegabondETH ¡Yo haría esto! ¡Y yo vivo aquí, así que tienen buenas tomas de sushi!"
1342,@pabloescobareth @bobbyblaze_eth How do I register for this?,estj,@pabloescobareth @bobbyblaze_eth ¿Cómo me inscribo?
1343,@steven_schill I’ve flown hundreds of times through Pearson… it is legit the best run airport in the word imho. Pre…,estj,"@steven_schill He volado cientos de veces por Pearson... es el aeropuerto mejor gestionado del mundo, en mi opinión. Pre..."
1344,@Satoshis_Mom 🫡 ser I will be there,estj,@Satoshis_Mom 🫡 ser estaré allí
1345,The good news is I sold my @goblintownwtf way early (2.65) so that I could lose all of my profits chasing @ElftownWTF. 🤝GG,estj,"La buena noticia es que vendí mi @goblintownwtf muy pronto (2,65) para poder perder todas mis ganancias persiguiendo @ElftownWTF. 🤝GG"
1346,@CRYPTOALBATROSS @foundersdao @punkscomic @MetaHero_ It seems I am taking an absolute beating on this. Very happy I…,estj,@CRYPTOALBATROSS @foundersdao @punkscomic @MetaHero_ Parece que me estoy llevando una paliza absoluta con esto. Muy feliz yo...
1347,@ap3father @TAGHeuer People in the replies acting like they wouldn’t buy a BAYC @TAGHeuer for $3k but are down to d…,estj,@ap3father @TAGHeuer La gente en las respuestas actuando como si no comprarían un BAYC @TAGHeuer por $ 3k pero son hasta d...
1348,@andymilonakis It’s funny because the don’t walk sign kind of looks like it’s raising its hand to say “me… I didn’t know”,estj,"@andymilonakis Es gracioso porque el cartel de no andes como que parece que está levantando la mano para decir ""yo... no lo sabía"""
1349,"Ok I saw enough people tweeting about it that I fomo’ed into @ElftownWTF lol. Hope it goes up, ready to lose it all as usual!",estj,"Ok vi suficiente gente twitteando al respecto que me fomo'ed en @ElftownWTF lol. Espero que suba, ¡listo para perderlo todo como siempre!"
1350,"@exitliquidity1 All of NFTs &amp; associated coins are a literal Ponzi... if you think $GST is any worse than $SOS,…",estj,"@exitliquidity1 Todos los NFTs &amp; monedas asociadas son un Ponzi literal... si usted piensa $GST es peor que $SOS,..."
1351,@cameronmoulene @gemxyz Lol you should post an apology tweet… @vasa_develop literally explained on this chain what…,estj,@cameronmoulene @gemxyz Lol deberías publicar un tweet de disculpa... @vasa_develop explicó literalmente en esta cadena lo que...
1352,"@twistedmetal333 If you don’t keep buying, @roham won’t have enough money to get Diplo to play his July 4th party!",estj,"@twistedmetal333 ¡Si no sigues comprando, @roham no tendrá suficiente dinero para que Diplo toque en su fiesta del 4 de julio!"
1353,OMG I thought I bought the top of @goblintownwtf a few days ago (2.25 for the beautiful boy below) but IT SEEMS LIK…,estj,"OMG Pensé que había comprado la parte superior de @goblintownwtf hace unos días (2,25 para el niño hermoso de abajo), pero PARECE..."
1354,@wphof @dtrain22k It’s going to be really hot to wear a sweatshirt,estj,@wphof @dtrain22k Va a hacer mucho calor como para ponerse una sudadera
1355,@itstylersays I bought the veryyyyy top but I haven’t sold,estj,@itstylersays me he comprado el top muyyyyy pero no lo he vendido
1356,"@CoachAC_NFT @nbatopshot I don’t mean this in a rude way, but most people I know are liquidating all of their TS at…",estj,"@CoachAC_NFT @nbatopshot No lo digo de mala manera, pero la mayoría de la gente que conozco está liquidando todo su TS en...."
1357,@painter_crypto Definitely right! That is sick (and I say that as a vegetarian),estj,@painter_crypto ¡Claro que sí! Eso es enfermizo (y lo digo como vegetariano)
1358,@tmagled @goblintownwtf This was me! I think it’s going to 3 ETH?,estj,@tmagled @goblintownwtf ¡Este era yo! Creo que va a 3 ETH?
1359,"@SlashingSand @NFTbark It’s true like I thought the value on other NFTs were illiquid, but if you undercut the floo…",estj,"@SlashingSand @NFTbark Es cierto como yo pensaba el valor en otras NFTs era ilíquido, pero si subcotizas el floo...."
1360,@johnsavage_eth @goblintownwtf I would love to go to goblin town,estj,@johnsavage_eth @goblintownwtf Me encantaría ir a goblin town
1361,@NFTbark I sold pretty much everything I had in April and nothing has changed my opinions since (in fact my account…,estj,@NFTbark Vendí casi todo lo que tenía en abril y nada ha cambiado mis opiniones desde entonces (de hecho mi cuenta...
1362,@exitliquidity1 I have such big @pixelvault_ bags and I really do believe in the team (I mean they have so many peo…,estj,@exitliquidity1 Tengo tan grande @pixelvault_ bolsas y realmente creo en el equipo (quiero decir que tienen tantos peo...
1363,@Kid_Degen @NFTStrangeTimes Luckily I bought these yesterday,estj,@Kid_Degen @NFTStrangeTimes Por suerte los compré ayer
1364,@ArbitrageAndy1 Why settle for regular staking when you can wait for super-linear staking,estj,@ArbitrageAndy1 Por qué conformarse con un staking regular cuando puedes esperar a un staking superlineal.
1365,@notthreadguy Ngl Goblin town gives me early BAYC vibes (I am a hodler of both),estj,@notthreadguy Ngl Goblin town me da vibraciones de los primeros BAYC (soy hodler de ambos).
1366,Guys please do not actually send it to 0… I am not ready and refuse to believe I bought the tippy top again,estj,Chicos por favor no lo envieis a 0... no estoy preparada y me niego a creer que he vuelto a comprar el tippy top
1367,I just fomo’ed into @goblintownwtf for 2.25… ready for it to promptly go to 0. GG all,estj,Acabo de fomo'ed en @goblintownwtf para 2.25... listo para que se vaya rápidamente a 0. GG todos
1368,@chibiapegang @just1n_eth @Stepnofficial I have no idea… I assume over time the earnings have to come down a bit bu…,estj,@chibiapegang @just1n_eth @Stepnofficial No tengo ni idea... Supongo que con el tiempo las ganancias tienen que bajar un poco bu....
1369,@just1n_eth @Stepnofficial If you can spare ~45 Sol to get 3 shoes then you can walk or run 20 minutes a day to get…,estj,@just1n_eth @Stepnofficial Si te sobran ~45 Sol para conseguir 3 zapatos entonces puedes caminar o correr 20 minutos al día para conseguir....
1370,@painter_crypto @BoredApeYC Sorry typo on my phone Azabu,estj,@painter_crypto @BoredApeYC Lo siento error tipográfico en mi teléfono Azabu
1371,@ProspectorP_ @PackripEwing I’ll invite friends when TS gets rid of their marketplace fee OR makes packs free… tire…,estj,@ProspectorP_ @PackripEwing Invitaré a amigos cuando TS se deshaga de su cuota de mercado O haga los packs gratis... cansa....
1372,@PackripEwing How much do you have to hate your friends to invite them to TopShot 😭😭😭,estj,@PackripEwing Cuanto tienes que odiar a tus amigos para invitarlos a TopShot 😭😭😭
1373,"@painter_crypto @BoredApeYC If you are going somewhere out of the way, Koyo in Astoria is incredible/unique. If you…",estj,"@painter_crypto @BoredApeYC Si vas a algún lugar fuera del camino, Koyo en Astoria es increíble/único. Si te..."
1374,Missing the success of @goblintownwtf has sent me into a manic spin where I’m buying anything weird that potentially can rocket 🙈,estj,Extrañar el éxito de @goblintownwtf me ha enviado en un giro maníaco donde estoy comprando cualquier cosa rara que potencialmente puede cohete 🙈
1375,@m4tt_eth @Stepnofficial You need an activation code… I can give you one after my run today if you’d like,estj,@m4tt_eth @Stepnofficial Necesitas un código de activación... Puedo darte uno después de mi carrera de hoy si quieres
1376,"@Zeneca_33 Strip House. Most underrated place, hands down best bar of any of these other steakhouses, and you’ll be able to get a table.",estj,"@Zeneca_33 Strip House. Lugar más infravalorado, sin duda el mejor bar de cualquiera de estos otros asadores, y usted será capaz de conseguir una mesa."
1377,@rhymeten @RealAriCrypto 97378869,estj,@rhymeten @RealAriCrypto 97378869
1378,@permaweave @PDocHLG Send me a dm and will give it to you,estj,@permaweave @PDocHLG Envíame un dm y te lo daré
1379,@PDocHLG I don’t think it’s the top yet? I got in 10 days ago and the prices of sneakers keeps going up. Could be a…,estj,@PDocHLG No creo que sea el tope todavía? Yo entré hace 10 días y los precios de las zapatillas siguen subiendo. Podría ser un...
1380,@MoonRoxCrypto @pixelvault_ @Gfunkera86 Yeah I’m asking what do YOU think a fair price is given everything we know…,estj,"@MoonRoxCrypto @pixelvault_ @Gfunkera86 Sí, estoy preguntando qué crees que es un precio justo teniendo en cuenta todo lo que sabemos..."
1381,"@MoonRoxCrypto @pixelvault_ @Gfunkera86 Assuming Comic 3 is 30k edition size, what is a fair mint price?",estj,"@MoonRoxCrypto @pixelvault_ @Gfunkera86 Suponiendo que el Cómic 3 tenga un tamaño de edición de 30k, ¿cuál es un precio de ceca justo?"
1382,@topshotfund I’ll be there ser!,estj,@topshotfund ¡Estaré allí ser!
1383,"@SoSorryBoutIt @pixelvault_ @Gfunkera86 Shrug I think you can be all in (my bags are so heavy, like weighting down…",estj,"@SoSorryBoutIt @pixelvault_ @Gfunkera86 Shrug Creo que se puede estar en todo (mis maletas son tan pesadas, como el peso hacia abajo...."
1384,@Tboyjojo @Stepnofficial Bruh I feel bad because like I want to like a sol NFT and this is a sick idea/Ponzi whatev…,estj,@Tboyjojo @Stepnofficial Bruh me siento mal porque como yo quiero como un sol NFT y esto es una idea enferma / Ponzi lo que sea ...
1385,@GOON8686 @Gfunkera86 @pixelvault_ Really? I feel the opposite…,estj,@GOON8686 @Gfunkera86 @pixelvault_ ¿En serio? Yo opino todo lo contrario...
1386,@NYDoorman I have never heard of vodka sauce on an egg sandwich before but now I really want it… where is this from,estj,"@NYDoorman Nunca había oído hablar de la salsa de vodka en un sándwich de huevo antes, pero ahora me apetece mucho... ¿de dónde es esto?"
1387,Why yes I am awake early on a Saturday morning buying as many @OkayAzukis as I can on @gemxyz hoping that these wil…,estj,Por qué sí estoy despierto temprano en un sábado por la mañana comprando tantos @OkayAzukis como pueda en @gemxyz con la esperanza de que...
1388,"@Gfunkera86 @tmagled @pixelvault_ Fair enough… I won’t be breaking up my OG genesis sets, and I will of course buy…",estj,"@Gfunkera86 @tmagled @pixelvault_ Me parece justo... No voy a romper mis sets OG genesis, y por supuesto compraré...."
1389,"@Gfunkera86 @tmagled @pixelvault_ I am excited and not selling, but at times it feels confusing (even if you’re pay…",estj,"@Gfunkera86 @tmagled @pixelvault_ Estoy ilusionado y no vendo, pero a veces se siente confuso (aunque te paguen...."
1390,@tmagled @pixelvault_ You’re not wrong at all. I have a stupid big bag and to me yesterday’s announcement just feel…,estj,@tmagled @pixelvault_ No te equivocas en absoluto. Tengo una bolsa grande estúpido y para mí el anuncio de ayer sólo se siente...
1391,@0xZuwu I feel this. I bought 5 metaheroes because I thought they were the PV PFP… now I find out there’s a new PV…,estj,@0xZuwu siento esto. Compré 5 metahéroes porque pensaba que eran el PV PFP... ahora me entero que hay un nuevo PV....
1392,"@cnrsyks @pixelvault_ I love PV, my bags are stupid big, but the UFC/MLB deals seem… weird? UFC already has a deal…",estj,"@cnrsyks @pixelvault_ Me encanta PV, mis bolsas son estúpidamente grandes, pero los acuerdos UFC/MLB parecen... ¿raros? UFC ya tiene un acuerdo...."
1393,@Yieldasaurus @sheslaurenlee,estj,@Yieldasaurus @sheslaurenlee
1394,@realniceguy_SRH You’re looking for a MAYC?,estj,@realniceguy_SRH ¿Estás buscando un MAYC?
1395,@offnfts Yuga gave me 15000 $APE to buy merch that cost less than 200 APe so I got paid to buy merch?,estj,@offnfts Yuga me dio 15000 $APE para comprar merch que costaba menos de 200 APe ¿así que me pagaron por comprar merch?
1396,"@Cryptilt I have no idea tbh. As a UFC fan I love it, but they already have a relatively unsuccessful partnership w…",estj,"@Cryptilt No tengo ni idea tbh. Como fan de la UFC me encanta, pero ya tienen una asociación relativamente..."
1397,"@keepfischin @IcecreamJaxsons Uniquely New York, Holey Creamery. Excellent with a little bit of pretension, Sundaes…",estj,"@keepfischin @IcecreamJaxsons Uniquely New York, Holey Creamery. Excelente con un poco de pretensión, Sundaes..."
1398,I just bought my 6th @OthersideMeta land (just another floor to farm for tokens on @LooksRareNFT) but now I am wond…,estj,"Acabo de comprar mi 6 º @OthersideMeta tierra (sólo otro piso para cultivar para tokens en @LooksRareNFT), pero ahora me pregunto ..."
1399,…. and of course it’s mooning so I can cry now 😭😭😭,estj,.... y por supuesto es mooning así que ya puedo llorar 😭😭😭.
1400,@Cryptilt I may be the only PV hodler who watches UFC lol like the interest overlap has to be near 0,estj,@Cryptilt puedo ser el único PV hodler que mira UFC lol como la superposición de interés tiene que estar cerca de 0
1401,Update: I have sold all 5 for ~1.4x profit. I can rest easy going into the weekend until these inevitably go to .3 eth in 10 hours,estj,Actualización: He vendido los 5 para ~ 1.4x beneficio. Puedo estar tranquilo de cara al fin de semana hasta que estos inevitablemente ir a .3 eth en 10 horas
1402,@slowerpie @BoredApeYC Congratulations! Welcome to the OG club,estj,@slowerpie @BoredApeYC ¡Enhorabuena! Bienvenido al club OG
1403,@AndrewYang No I would get chocolate,estj,"@AndrewYang No, yo compraría chocolate."
1404,Yes I just bought 5 @OkayBearsYC after losing money this week making similar plays.,estj,Sí acabo de comprar 5 @OkayBearsYC después de perder dinero esta semana haciendo jugadas similares.
1405,@SKYCRYPTOBOOMER GM! Happy Friday,estj,¡@SKYCRYPTOBOOMER GM! Feliz viernes
1406,I bashed Solana NFTs relentlessly but finally decided to give @Stepnofficial a try (it is kind of cool albeit a Pon…,estj,"Solana NFTs me golpeó sin descanso, pero finalmente decidió dar @Stepnofficial un intento (que es una especie de..."
1407,@MoonlingsNFT What is this? 😝,estj,@MoonlingsNFT ¿Qué es esto? 😝
1408,@BalouBAYC @rahuldoteth The one @rahuldoteth did for me is 🤝,estj,@BalouBAYC @rahuldoteth El que me hizo @rahuldoteth es 🤝
1409,@OsamuKisho You should ask in the founder’s dao discord,estj,@OsamuKisho Deberías preguntar en la discordia del dao del fundador
1410,I too have succumbed to the Ponzi so hope that everyone keeps walking,estj,Yo también he sucumbido al Ponzi así que espero que todo el mundo siga caminando
1411,"And the best part is, the @LooksRareNFT rewards model was designed for this EXACT opportunity. Let’s say you buy ri…",estj,Y lo mejor es que el modelo de recompensas de @LooksRareNFT se diseñó para esta oportunidad EXACTA. Digamos que compras ri...
1412,If the price does NOTHING except hold while @OthersideMeta stays high volume (like it has since launch) you’ve paid…,estj,Si el precio no hace NADA excepto aguantar mientras @OthersideMeta se mantiene con volumen alto (como ha hecho desde el lanzamiento) habrás pagado....
1413,"I’ve seen a lot of posts extolling the value of “non-floor” @OthersideMeta land, but floor land is the best defi yi…",estj,"He visto muchos posts ensalzando el valor de los terrenos ""no suelo"". @OthersideMeta tierra, pero la tierra del suelo es el mejor defi..."
1414,@rahuldoteth @BalouBAYC Thank youuu,estj,@rahuldoteth @BalouBAYC Graciasuu
1415,@BalouBAYC Omg this would be incredible… BAYC 8281 Koda 72012,estj,@BalouBAYC Omg esto sería increíble... BAYC 8281 Koda 72012
1416,@LindseyByrnes I feel like you gotta call her something in Spanish with that poncho. Maybe El Diablo. My wife has n…,estj,@LindseyByrnes Siento que tienes que llamarla algo en español con ese poncho. Tal vez El Diablo. Mi esposa tiene n...
1417,@EB7 I feel like everyone reading this is thinking “is this a shot at X project” but the fact that everyone is comm…,estj,"@EB7 Siento que todos los que leen esto están pensando ""¿esto es un tiro a X proyecto"", pero el hecho de que todo el mundo está com..."
1418,@ryancarson What is wrong with discord? It’s like a much better slack?,estj,@ryancarson ¿Qué tiene de malo discord? Es como un slack mucho mejor?
1419,Bears on the block &gt; bears deluxe &gt; bear market bears &gt; not ok bears &gt; ok bears &gt; The bear collective,estj,Osos en el bloque &gt; osos de lujo &gt; osos del mercado de osos &gt; osos no ok &gt; osos ok &gt; El colectivo de osos
1420,@f2kus @imrobertmine @Punk8621 @0x_fxnction Lol wut,estj,@f2kus @imrobertmine @Punk8621 @0x_fxnction Lol wut
1421,@Moenakamoto @MrJayCroft @Satoshi27Geneva Ser I think your bear is facing the wrong way?,estj,@Moenakamoto @MrJayCroft @Satoshi27Geneva Ser Creo que tu oso está mal orientado...
1422,@BlackAlchemySo2 @byt3s01l @GratefulApe_eth Lol I live in NYC! Down for the meetup,estj,@BlackAlchemySo2 @byt3s01l @GratefulApe_eth ¡Vivo en Nueva York! Down for the meetup
1423,@Kay_the_great_ @okaybears I look forward to seeing what happens when the the network becomes important enough to g…,estj,@Kay_the_great_ @okaybears Estoy deseando ver qué pasa cuando la red sea lo suficientemente importante como para...
1424,@Kay_the_great_ @okaybears 🤷🏻‍♂️I hate Solana enough that I will do anythingggggg,estj,@Kay_the_great_ @okaybears 🤷🏻‍♂️I odio Solana suficiente que voy a hacer cualquier cosaggggg
1425,@Kay_the_great_ @okaybears Why is your bear facing the wrong direction?,estj,@Kay_the_great_ @okaybears ¿Por qué tu oso está mirando en la dirección equivocada?
1426,@SenatorDuncan @LFGHobbies @nbatopshot Sure not a problem lol… @BoredApeYC @quirkiesnft @nftworldsNFT @MuriNFT…,estj,@SenatorDuncan @LFGHobbies @nbatopshot Seguro que no es un problema lol... @BoredApeYC @quirkiesnft @nftworldsNFT @MuriNFT...
1427,@TheeHustleHouse @Not_OkayBears 🤝,estj,@TheeHustleHouse @Not_OkayBears 🤝
1428,@MrJayCroft @Satoshi27Geneva 🤷🏻‍♂️,estj,@MrJayCroft @Satoshi27Ginebra 🤷🏻‍♂️
1429,@ari5i3 @okaybears Why is your bear facing the wrong way?,estj,@ari5i3 @okaybears ¿Por qué tu oso está mal orientado?
1430,@timoshisuen @DeFi_Brian Me 🤷🏻‍♂️,estj,@timoshisuen @DeFi_Brian Yo 🤷🏻‍♂️
1431,@0xskellymode Why is your bear facing the wrong way?,estj,@0xskellymode ¿Por qué tu oso está mirando hacia el lado equivocado?
1432,@hotlneblng_ Which is the Not Reptilian Renegades I’m supposed to be minting?,estj,@hotlneblng_ ¿Cuál es el Not Reptilian Renegades que se supone que estoy acuñando?
1433,I minted 5 @not_okaybears and sold them all between .03 - .095 (including a rare that just traded for .4) I am an idiot and feel sick lol,estj,Acuñé 5 @not_okaybears y los vendí todos entre .03 - .095 (incluyendo un raro que acaba de negociar por .4) Soy un idiota y me siento enfermo lol
1434,"@Al3XDRK @WillyTheDegen @okaybears @Not_OkayBears I have a $SOL bag so I don’t need to FUD it, but I literally don’…",estj,"@Al3XDRK @WillyTheDegen @okaybears @Not_OkayBears Tengo una bolsa de $SOL así que no necesito FUD, pero literalmente no..."
1435,@DanielitoG25 @3LandersNFT Probably @CoolmanUniverse? I always thought those had so much promise…,estj,@DanielitoG25 @3LandersNFT ¿Probablemente @CoolmanUniverse? Siempre pensé que esos prometían mucho....
1436,@wllwhobi estj,estj,@wllwhobi estj
1437,why do itzy keep making member album versions like as an ot5 midzy it makes it very hard to choose which album i want,estj,por que itzy sigue haciendo versiones de albumes de miembros como un ot5 midzy hace muy dificil elegir que album quiero
1438,@flwrlov THANK YOU!!! i think he’s clowning us,estj,@flwrlov GRACIAS!!! creo que nos está tomando el pelo
1439,i refuse to be clowned or fooled and i’m telling you all now he’s trolling us,estj,me niego a que me tomen el pelo o me engañen y os digo a todos ahora que nos esta trolleando
1440,why does taehyung’s tattoo look like it was drawn on with marker,estj,¿por qué el tatuaje de taehyung parece dibujado con rotulador?
1441,people still ship mileven?,estj,¿la gente sigue enviando a mileven?
1442,it honestly doesn’t feel like it and it kinda scares me 😍,estj,sinceramente no lo parece y me da un poco de miedo 😍
1443,reminder!! we’re halfway through 2022 &lt;3,estj,recordatorio!! estamos a mitad de 2022 &lt;3
1444,@FLAWPjoon alright ty,estj,@FLAWPjoon bien ty
1445,nancy and lucas 😍,estj,nancy y lucas 😍
1446,@serialsora oh great… love that 😍,estj,@serialsora oh genial... me encanta 😍
1447,@scruffrry oh wow 🫥,estj,@scruffrry oh wow 🫥
1448,@wrnersacrux alright ty,estj,@wrnersacrux bien ty
1449,@idkigread well i already bought it so,estj,@idkigread bueno ya lo compre asi que
1450,@whosdelusional tyy,estj,@whosdelusional tyy
1451,is the spanish love deception good because i just bought it 🫥,estj,es bueno el engaño amoroso español porque lo acabo de comprar 🫥
1452,i’ve heard a lot about this mr aaron blackford he better be as good as you guys say he is,estj,he oído hablar mucho de este señor aaron blackford más vale que sea tan bueno como decís que es
1453,me when people don’t interact with me after i’ve been ia for an entire day: 😦,estj,yo cuando la gente no interactúa conmigo después de haber estado ia durante un día entero: 😦
1454,@FLAWPjoon it’s not working sm,estj,@FLAWPjoon no funciona sm
1455,@FLAWPjoon wtf is that,estj,@FLAWPjoon wtf es eso
1456,so he wants us dead,estj,así que nos quiere muertos
1457,@felicityguillen yeah will not be reading her books 😐😐😐,estj,@felicityguillen sí no leeré sus libros 😐😐😐😐.
1458,and y’all wonder why i don’t wanna read penelope douglas books 😐,estj,y os preguntais por que no quiero leer libros de penelope douglas 😐
1459,i wanna go so badly holy shit,estj,tengo tantas ganas de ir santa mierda
1460,@wrnersacrux alright thank god because i spell it cardan but i saw people spelling it carden and i thought i was wrong,estj,@wrnersacrux bien gracias a dios porque yo lo deletreo cardan pero vi gente deletreandolo carden y pense que estaba equivocado
1461,stfu is it cardan or carden,estj,stfu es cardan o carden
1462,@FLAWPjoon it was just really poorly written and just felt like a fanfic,estj,@FLAWPjoon que estaba muy mal escrito y sólo se sentía como un fanfic
1463,@idkigread it was shit 😍,estj,@idkigread fue una mierda 😍
1464,@idkigread from blood and ash,estj,@idkigread de sangre y ceniza
1465,the fbaa books were SO BAD and i hate booktok for hyping them up,estj,los libros de fbaa eran TAN MALOS y odio a booktok por exagerarlos
1466,@idkigread exactly 😘,estj,@idkigread exactamente 😘
1467,@lcvecobalt tysmmm,estj,@lcvecobalt tysmmm
1468,@K3LLSLILA tysm!!,estj,¡¡¡@K3LLSLILA tysm!!!
