,text,label,translation
1252," selling as set 
• 950 php + ls…",isfj," venta como conjunto
- 950 php + ls..."
1253,"WTS LFB PH

NCT 127 Back To School Kit 2021 TAEYONG
• sealed
• 1150 php + lsf; 1100 php payo
• gcash ",isfj,"WTS LFB PH

NCT 127 Kit de vuelta al cole 2021 TAEYONG
- sellado
- 1150 php + lsf; 1100 php payo
- gcash"
1254," ggx
• 3 days…",isfj," ggx
- 3 días..."
1255,"Quitting Sale! 💫
Items on this thread are still available unless stated SOLD. 100 pesos off on PAYO orders 1k and u…",isfj,"¡Rebajas para dejar de fumar! 💫
Los artículos en este hilo todavía están disponibles a menos que se indique VENDIDO. 100 pesos de descuento en pedidos PAYO 1k y u..."
1256,"220619 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/r2bsXgPvPo",isfj,"220619 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/r2bsXgPvPo"
1257,"200619 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/LrtapVbOZq",isfj,"200619 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/LrtapVbOZq"
1258,"Lovin' the dynamics of #TenXiao 😅

#TEN #TENLEE #ChengXiao
#TENxGreatDanceCrew

https://t.co/K6mpZdXsh1",isfj,"Me encanta la dinámica de #TenXiao 😅.

#TEN #TENLEE #ChengXiao
#TENxGreatDanceCrew

https://t.co/K6mpZdXsh1"
1259,"ten lee changing some parts on the original choreo. he's insane 🔥🔥🔥

#TEN #TENLEE
#TENxGreatDanceCrew

https://t.co/DLcuaXTfsp",isfj,"ten lee cambiando algunas partes de la coreo original. esta loco 🔥🔥🔥🔥

#TEN #TENLEE
#TENxGreatDanceCrew

https://t.co/DLcuaXTfsp"
1260,"omg #TenXiao is chillingly beautiful 😭 goosebumps 😭

https://t.co/pYabsJCJk8",isfj,"omg #TenXiao es escalofriantemente hermosa 😭 piel de gallina 😭

https://t.co/pYabsJCJk8"
1261,"omg tennie is insanely gorgeous 🥺

#TEN #TENLEE
#TENxGreatDanceCrew
#TEN_TraditionalDance

https://t.co/3KWOJWkdQa",isfj,"omg tennie es increíblemente hermosa 🥺

#TEN #TENLEE
#TENxGreatDanceCrew
#TEN_TraditionalDance

https://t.co/3KWOJWkdQa"
1262,"Original choreography for #TenXiao collab performance 🔥

#TEN #TENLEE #ChengXiao
#TENxGreatDanceCrew 

https://t.co/vGgSNMojCO",isfj,"Coreografía original para la actuación de #TenXiao collab 🔥

#TEN #TENLEE #ChengXiao
#TENxGreatDanceCrew

https://t.co/vGgSNMojCO"
1263,"A Chinese Ghost Story - Dance Concept Video

#TEN #TENLEE
#TENxGreatDanceCrew

https://t.co/ExWFbO8Ccj",isfj,"Un cuento chino de fantasmas - Vídeo conceptual de danza

#TEN #TENLEE
#TENxGreatDanceCrew

https://t.co/ExWFbO8Ccj"
1264,"220618 WINWIN 🐥 WEIBO

https://t.co/fWkCXku8qI",isfj,"220618 WINWIN 🐥 WEIBO

https://t.co/fWkCXku8qI"
1265,"220618 了不起舞社 EP.09
텐X성소  &lt;只羡鸳鸯不羡仙&gt; 
practice ver.

#TEN #TENLEE
#TENxGreatDanceCrew

https://t.co/3KG4m0bJH8",isfj,"220618 Gran Club de Baile EP.09
텐X성소 &lt;Envidia de Patos Mandarines&gt;
practicar ver.

#TEN #TENLEE
#TENxGreatDanceCrew

https://t.co/3KG4m0bJH8"
1266,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/gVF1uChhQE",isfj,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/gVF1uChhQE"
1267,@softnuoyi theyre fighting abt what ? 😕,isfj,@softnuoyi theyre fighting abt what ? 😕
1268,"220618 TEN LEE 🐱 WEIBO Update 
[Way V_TEN_Li Yongqin] (2)
#WayV #WeiShenV #威神V #TEN #李永钦 

https://t.co/chFnCQFRiX",isfj,"220618 TEN LEE 🐱 WEIBO Actualización
[Camino V_TEN_Li Yongqin] (2)
#WayV #WeiShenV #威神V #TEN #李永钦

https://t.co/chFnCQFRiX"
1269,"220618 TEN LEE 🐱 WEIBO Update 
[Way V_TEN_Li Yongqin] (1)
#WayV #WeiShenV #威神V #TEN #李永钦 

https://t.co/chFnCQFRiX",isfj,"220618 TEN LEE 🐱 WEIBO Actualización
[Camino V_TEN_Li Yongqin] (1)
#WayV #WeiShenV #威神V #TEN #李永钦

https://t.co/chFnCQFRiX"
1270,"220618 TEN LEE 🐱 IG Update [tenlee_1001] (2)
#tenlee_1001 #WayV #WeiShenV #威神V 
#TEN #李永钦 

https://t.co/lNoSxnYCQ1",isfj,"220618 TEN LEE 🐱 Actualización IG [tenlee_1001] (2)
#tenlee_1001 #WayV #WeiShenV #威神V
#TEN #李永钦

https://t.co/lNoSxnYCQ1"
1271,"220618 TEN LEE 🐱 IG Update [tenlee_1001] (1)
#tenlee_1001 #WayV #WeiShenV #威神V 
#TEN #李永钦 

https://t.co/lNoSxnYCQ1",isfj,"220618 TEN LEE 🐱 Actualización IG [tenlee_1001] (1)
#tenlee_1001 #WayV #WeiShenV #威神V
#TEN #李永钦

https://t.co/lNoSxnYCQ1"
1272,"220618 Youku Show YouTube Community update featuring #TEN #TENLEE 

https://t.co/oFIIFWVxt1",isfj,"220618 Youku Show YouTube Community update featuring #TEN #TENLEE

https://t.co/oFIIFWVxt1"
1273,"220618 Youku Show YouTube Community update featuring #TEN #TENLEE 

https://t.co/oFIIFWVxt1",isfj,"220618 Youku Show YouTube Community update featuring #TEN #TENLEE

https://t.co/oFIIFWVxt1"
1274,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/EW8dtg2MxV",isfj,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/EW8dtg2MxV"
1275,"220618 great dance crew weibo update featuring #TEN #TENLEE 

https://t.co/k0OLGGlE7g",isfj,"220618 gran baile tripulación weibo actualización con #TEN #TENLEE

https://t.co/k0OLGGlE7g"
1276,"220618 great dance crew weibo update featuring #TEN #TENLEE 

https://t.co/fxlSehOGBT",isfj,"220618 gran baile tripulación weibo actualización con #TEN #TENLEE

https://t.co/fxlSehOGBT"
1277,"220618 TEN LEE 🐱 WEIBO Update 
[Way V_TEN_Li Yongqin]
#WayV #WeiShenV #威神V #TEN #李永钦 

https://t.co/Af1z1bB234",isfj,"220618 TEN LEE 🐱 WEIBO Actualización
[Camino V_TEN_Li Yongqin]
#WayV #WeiShenV #威神V #TEN #李永钦

https://t.co/Af1z1bB234"
1278,"220618 great dance crew weibo update featuring #TEN #TENLEE 

https://t.co/Ybg8S8SlWR",isfj,"220618 gran baile tripulación weibo actualización con #TEN #TENLEE

https://t.co/Ybg8S8SlWR"
1279,"220618 Youku weibo update featuring #TEN #TENLEE

https://t.co/lm0x5hHtkg",isfj,"220618 Actualización de Youku weibo con #TEN #TENLEE

https://t.co/lm0x5hHtkg"
1280,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/WDLSUUfny0",isfj,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/WDLSUUfny0"
1281,"220618 WayV_official weibo update on #TEN #TENLEE

https://t.co/QQfNSeDefA",isfj,"220618 WayV_official weibo update on #TEN #TENLEE

https://t.co/QQfNSeDefA"
1282,"220618 wayvofficial instagram update on #TEN #TENLEE

https://t.co/qRktltcxXb",isfj,"220618 wayvofficial instagram update on #TEN #TENLEE

https://t.co/qRktltcxXb"
1283,"220618 WayV_official twitter update on #TEN #TENLEE 

https://t.co/lHyPGBwpCm",isfj,"220618 WayV_official twitter update on #TEN #TENLEE

https://t.co/lHyPGBwpCm"
1284,nct sns not reposting ten lee's gdc tonight ?? @NCTsmtown,isfj,nct sns no reposting ten lee's gdc tonight ?? @NCTsmtown
1285,"we, 10velys, can only sigh in envy at the amazing and beautiful photoshoots of gdc leaders #Fei #ChengXiao and…",isfj,"nosotros, 10velys, sólo podemos suspirar de envidia ante las increíbles y hermosas sesiones de fotos de los líderes de gdc #Fei #ChengXiao y..."
1286,#FEI's so beautiful 😭 just imagine if leader ten lee would have something like this 😭 he didnt even get any officia…,isfj,#FEI's so beautiful 😭 just imagine if leader ten lee would have something like this 😭 he didnt even get any officia...
1287,@vecka122 or maybe tennie's teasing her 🤡😁,isfj,@vecka122 o tal vez tennie le está tomando el pelo 🤡😁
1288,"220618 TEN LEE 🐱 WEIBO Update 
[Way V_TEN_Li Yongqin]
#WayV #WeiShenV #威神V #TEN #李永钦 

https://t.co/UYCp3thymK",isfj,"220618 TEN LEE 🐱 WEIBO Actualización
[Camino V_TEN_Li Yongqin]
#WayV #WeiShenV #威神V #TEN #李永钦

https://t.co/UYCp3thymK"
1289,ten lee is hauntingly beautiful 🥺,isfj,ten lee es inquietantemente hermoso 🥺
1290,"220618 TEN LEE 🐱 IG Update [tenlee_1001] 
#tenlee_1001 #WayV #WeiShenV #威神V 
#TEN #李永钦 

https://t.co/akFzmQ9EEP",isfj,"220618 TEN LEE 🐱 Actualización IG [tenlee_1001]
#tenlee_1001 #WayV #WeiShenV #威神V
#TEN #李永钦

https://t.co/akFzmQ9EEP"
1291,"bp ic ph 

BLACKPINK The Album - all versions
Unsealed, mint condition.
Complete inclusions. 

🏷 blackpink bp the a…",isfj,"bp ic ph

BLACKPINK The Album - todas las versiones
Sin sellar, en perfecto estado.
Incluye todo.

🏷 blackpink bp el a..."
1292,"bp ic ph

all albums/merch in mint condition w complete inclusions, cds/lps never been played. will decide soon if…",isfj,"bp ic ph

todos los álbumes / mercch en perfecto estado w inclusiones completas, cds / lps nunca se ha jugado. decidirá pronto si..."
1293,"Quitting Sale! 💫
Items on this thread are still available unless stated SOLD. 100 pesos off on PAYO orders 1k and u…",isfj,"¡Rebajas para dejar de fumar! 💫
Los artículos en este hilo todavía están disponibles a menos que se indique VENDIDO. 100 pesos de descuento en pedidos PAYO 1k y u..."
1294,"220618 youkuofficial instagram story update featuring #TEN #TENLEE 

https://t.co/WLaage0KoU",isfj,"220618 youkuofficial instagram story update featuring #TEN #TENLEE

https://t.co/WLaage0KoU"
1295,"220618 great dance crew weibo update featuring #TEN #TENLEE 

https://t.co/Y0tLnSypPL",isfj,"220618 gran baile tripulación weibo actualización con #TEN #TENLEE

https://t.co/Y0tLnSypPL"
1296,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/vNfxGeGZ4H",isfj,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/vNfxGeGZ4H"
1297,220618 youkuofficial instagram story update featuring #TEN #TENLEE,isfj,220618 youkuofficial instagram story update featuring #TEN #TENLEE
1298,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/DMeBUnUa2v",isfj,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/DMeBUnUa2v"
1299,"220618 great dance crew weibo update featuring #TEN #TENLEE 

https://t.co/lEq7O96tBz",isfj,"220618 gran baile tripulación weibo actualización con #TEN #TENLEE

https://t.co/lEq7O96tBz"
1300,"tennie 🥰

https://t.co/qEoiLYpkt6",isfj,"tennie 🥰

https://t.co/qEoiLYpkt6"
1301,how can we trust someone like you w that username??,isfj,¿cómo podemos confiar en alguien como tú con ese nombre de usuario?
1302,"wow you are excited, really?? i bet you dont regularly followed ten's gdc stint until now. stop clout-chasing pleas…",isfj,"wow estas emocionado, de verdad?? apuesto a que no has seguido regularmente la etapa de ten en gdc hasta ahora. deja de perseguir nubes ruega...."
1303,"Leader #TENLEE #GreatDanceCrew episode posters 😍

#TENxGreatDanceCrew 
#TEN #李永钦 
#WayV #WeiShenV #威神V",isfj,"Líder #TENLEE #GreatDanceCrew carteles de los episodios 😍

#TENxGreatDanceCrew
#TEN #李永钦
#WayV #WeiShenV #威神V"
1304,"220618 great dance crew weibo update featuring #TEN #TENLEE 

https://t.co/ox1nviyGU7",isfj,"220618 gran baile tripulación weibo actualización con #TEN #TENLEE

https://t.co/ox1nviyGU7"
1305,@23_Neozen seriously ??,isfj,@23_Neozen ¿en serio?
1306,"220618 Happy Sooman Day from Way 🥳🎉

#HappySOOMANDay
#WayV #WeiShenV
#KUN #XIAOJUN #HENDERY #YANGYANG…",isfj,"220618 Feliz Día Sooman de Way 🥳🎉

#HappySOOMANDay
#WayV #WeiShenV
#KUN #XIAOJUN #HENDERY #YANGYANG...."
1307,"220618 WayV_official weibo update on #TEN #TENLEE

https://t.co/ODf9hQgxY7",isfj,"220618 WayV_official weibo update on #TEN #TENLEE

https://t.co/ODf9hQgxY7"
1308,"220618 wayvofficial instagram update on #TEN #TENLEE 

https://t.co/LsFuKVMHs0",isfj,"220618 wayvofficial instagram update on #TEN #TENLEE

https://t.co/LsFuKVMHs0"
1309,"220618 WayV_official twitter update on #TEN #TENLEE 

https://t.co/SzBZwQG7vm",isfj,"220618 WayV_official twitter update on #TEN #TENLEE

https://t.co/SzBZwQG7vm"
1310,"220618 great dance crew weibo update featuring #TEN #TENLEE 

https://t.co/jfoJ9kEh2g",isfj,"220618 gran baile tripulación weibo actualización con #TEN #TENLEE

https://t.co/jfoJ9kEh2g"
1311,"220618 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/vJlrp9HJcg",isfj,"220618 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/vJlrp9HJcg"
1312,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/hfVRGq5VHL",isfj,"220618 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/hfVRGq5VHL"
1313,"210618 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/IAH4H2i9Zl",isfj,"210618 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/IAH4H2i9Zl"
1314,"210618 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/vRfdXfV17b",isfj,"210618 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/vRfdXfV17b"
1315,"200618 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/UO6HPDjx2i",isfj,"200618 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/UO6HPDjx2i"
1316,i had anxiety attack over this 😭,isfj,tuve un ataque de ansiedad por esto 😭
1317,"omg tennie 😍

https://t.co/Q3jtKjdAem",isfj,"omg tennie 😍

https://t.co/Q3jtKjdAem"
1318,when they tried to edit voldemort on the nctxsanrio poster. theyre delusional and pathetic. they need a therapist seriously,isfj,cuando intentaron editar a voldemort en el cartel de nctxsanrio. son delirantes y pateticos. necesitan un terapeuta en serio
1319,"220617 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/or2WLrLvob",isfj,"220617 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/or2WLrLvob"
1320,"Quitting Sale! 💫
Items on this thread are still available unless stated SOLD. 100 pesos off on PAYO orders 1k and u…",isfj,"¡Rebajas para dejar de fumar! 💫
Los artículos en este hilo todavía están disponibles a menos que se indique VENDIDO. 100 pesos de descuento en pedidos PAYO 1k y u..."
1321,"220617 Youku Show YouTube Community update featuring #TEN #TENLEE 

https://t.co/oFIIFWVxt1",isfj,"220617 Youku Show Actualización de la Comunidad YouTube con #TEN #TENLEE

https://t.co/oFIIFWVxt1"
1322,"220617 great dance crew weibo update featuring #TEN #TENLEE 

https://t.co/a7yWTpTfXi",isfj,"220617 gran baile tripulación weibo actualización con #TEN #TENLEE

https://t.co/a7yWTpTfXi"
1323,"220617 Youku weibo update featuring #TEN #TENLEE

https://t.co/rn1aZirXcK",isfj,"220617 Actualización de Youku weibo con #TEN #TENLEE

https://t.co/rn1aZirXcK"
1324,"220617 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/B4krQdh450",isfj,"220617 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/B4krQdh450"
1325,"220617 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/LrxmgmoN7J",isfj,"220617 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/LrxmgmoN7J"
1326,"220617 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/Wv7sI61sxI",isfj,"220617 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/Wv7sI61sxI"
1327,"omfg 😭 #TEN #TENLEE #ChengXiao #TenXiao

https://t.co/mRBwBvJ67c",isfj,"omfg 😭 #TEN #TENLEE #ChengXiao #TenXiao

https://t.co/mRBwBvJ67c"
1328,"220617 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/sCRcA9KlGg",isfj,"220617 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/sCRcA9KlGg"
1329,"220617 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/B32mTf668O",isfj,"220617 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/B32mTf668O"
1330,"220616 #WayV as your boyfriend 🥰 
#TEN #TENLEE #KUN #XIAOJUN #HENDERY",isfj,"220616 #WayV como tu novio 🥰
#TEN #TENLEE #KUN #XIAOJUN #HENDERY"
1331,"200617 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/jyhTT13A0a",isfj,"200617 TEN LEE INSTAGRAM #ThisDayOnInstagram

https://t.co/jyhTT13A0a"
1332,22 members for NCTxSanrio. Justice served.,isfj,22 miembros para NCTxSanrio. Justicia servida.
1333,"seriously, where is tennie here ?? 😭",isfj,"en serio, ¿dónde está tennie aquí? 😭"
1334,i want to buy all the sanrio wayv members 😭,isfj,quiero comprar todos los miembros de sanrio wayv 😭
1335,@softnuoyi the one beside maybe xiaojun with the eyebrows &amp; everything,isfj,@softnuoyi el de al lado quizás xiaojun con las cejas &amp; todo
1336,"NCTxSanrio via sanrio_kr instagram

https://t.co/7ly1rAhKgV",isfj,"NCTxSanrio via sanrio_kr instagram

https://t.co/7ly1rAhKgV"
1337,@softnuoyi yes. sanrio did the right thing,isfj,@softnuoyi si. sanrio hizo lo correcto
1338,"omg this is so cute 😭 is this tennie ?? 🤭
#NCTxSanrio",isfj,"omg esto es tan lindo 😭 es esto tennie ?? 🤭
#NCTxSanrio"
1339,"465 days without WayV, i miss them 🥺😭",isfj,"465 días sin WayV, los echo de menos 🥺😭"
1340,"220616 HENDERY 🦄 INSTAGRAM &amp; WEIBO

https://t.co/w8yutOq3OQ

https://t.co/JYDrI6Low8",isfj,"220616 HENDERY 🦄 INSTAGRAM &amp; WEIBO

https://t.co/w8yutOq3OQ

https://t.co/JYDrI6Low8"
1341,"220616 KUN 🐻 INSTAGRAM &amp; WEIBO (2)

https://t.co/owb5IINP2m

https://t.co/CZ6wjQydzS",isfj,"220616 KUN 🐻 INSTAGRAM &amp; WEIBO (2)

https://t.co/owb5IINP2m

https://t.co/CZ6wjQydzS"
1342,"220616 KUN 🐻 INSTAGRAM &amp; WEIBO (1)

https://t.co/owb5IINP2m

https://t.co/CZ6wjQydzS",isfj,"220616 KUN 🐻 INSTAGRAM &amp; WEIBO (1)

https://t.co/owb5IINP2m

https://t.co/CZ6wjQydzS"
1343,qkolo teasers tonight,isfj,qkolo teasers tonight
1344,"happy anniversary, wayv's back to you! 🥳🎉

https://t.co/qAI84saMut",isfj,"¡feliz aniversario, wayv's back to you! 🥳🎉

https://t.co/qAI84saMut"
1345,tennie &amp; i 🥰,isfj,tennie &amp; i 🥰
1346,"220616 TEN LEE 🐱 WEIBO Update 
[Way V_TEN_Li Yongqin]
#WayV #WeiShenV #威神V #TEN #李永钦 

https://t.co/T0r1eB1UHX",isfj,"220616 TEN LEE 🐱 WEIBO Actualización
[Camino V_TEN_Li Yongqin]
#WayV #WeiShenV #威神V #TEN #李永钦

https://t.co/T0r1eB1UHX"
1347,"220616 TEN LEE 🐱 WEIBO Update 
[Way V_TEN_Li Yongqin] (2)
#WayV #WeiShenV #威神V #TEN #李永钦 

https://t.co/mxX1ZaJXHi",isfj,"220616 TEN LEE 🐱 WEIBO Actualización
[Camino V_TEN_Li Yongqin] (2)
#WayV #WeiShenV #威神V #TEN #李永钦

https://t.co/mxX1ZaJXHi"
1348,"220616 TEN LEE 🐱 WEIBO Update 
[Way V_TEN_Li Yongqin] (1)
#WayV #WeiShenV #威神V #TEN #李永钦 

https://t.co/mxX1ZaJXHi",isfj,"220616 TEN LEE 🐱 WEIBO Actualización
[Camino V_TEN_Li Yongqin] (1)
#WayV #WeiShenV #威神V #TEN #李永钦

https://t.co/mxX1ZaJXHi"
1349,"220616 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/tTRGZSV8GS",isfj,"220616 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/tTRGZSV8GS"
1350,tennie's day-off 😎🍃☕,isfj,tennie's day-off 😎🍃☕
1351,"220616 TEN LEE 🐱 IG Update [tenlee_1001] (2)
#tenlee_1001 #WayV #WeiShenV #威神V 
#TEN #李永钦 

https://t.co/LDpbvP2aSQ",isfj,"220616 TEN LEE 🐱 Actualización IG [tenlee_1001] (2)
#tenlee_1001 #WayV #WeiShenV #威神V
#TEN #李永钦

https://t.co/LDpbvP2aSQ"
1352,"220616 TEN LEE 🐱 IG Update [tenlee_1001] (1)
#tenlee_1001 #WayV #WeiShenV #威神V 
#TEN #李永钦 

https://t.co/LDpbvP2aSQ",isfj,"220616 TEN LEE 🐱 Actualización IG [tenlee_1001] (1)
#tenlee_1001 #WayV #WeiShenV #威神V
#TEN #李永钦

https://t.co/LDpbvP2aSQ"
1353,"220616 TEN LEE 🐱 IG STORY Update [tenlee_1001]
#tenlee_1001 #WayV #WeiShenV #威神V 
#TEN #李永钦",isfj,"220616 TEN LEE 🐱 IG STORY Actualización [tenlee_1001]
#tenlee_1001 #WayV #WeiShenV #威神V
#TEN #李永钦"
1354,tennie to his wayv members 🥺😭,isfj,tennie a sus miembros wayv 🥺😭
1355,missing #TEN #TENLEE &amp; #YANYANG 's sibling energy 😢,isfj,falta #TEN #TENLEE &amp; #YANYANG 's hermano de energía 😢
1356,cutie tennie meow 😍,isfj,cutie tennie miau 😍
1357,"220616 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/NbNA2tl0DX",isfj,"220616 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/NbNA2tl0DX"
1358,"WTS LFB PH

Assorted Lucas 4x6 photo, postcards, bookmark
• all in mint condition
• 380 php + lsf; 350 php payo
• g…",isfj,"WTS LFB PH

Surtido Lucas 4x6 foto, postales, marcapáginas
- todo en perfecto estado
- 380 php + lsf; 350 php payo
- g..."
1359,"Quitting Sale! 💫
Items on this thread are still available unless stated SOLD. 100 pesos off on PAYO orders 1k and u…",isfj,"¡Rebajas para dejar de fumar! 💫
Los artículos en este hilo todavía están disponibles a menos que se indique VENDIDO. 100 pesos de descuento en pedidos PAYO 1k y u..."
1360,"WayV Kun &amp; Xiaojun's 'Back To You' MV was released exactly 1 year ago today 🥺 🥳🎉

#WayV #WeiShenV #威神V…",isfj,"WayV Kun &amp; Xiaojun 'Back To You' MV fue lanzado hace exactamente 1 año hoy 🥺🥳🎉.

#WayV #WeiShenV #威神V..."
1361,"220616 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/mBsd791anW",isfj,"220616 youkuofficial instagram update featuring #TEN #TENLEE

https://t.co/mBsd791anW"
1362,"👦👧🐱🐱
#TEN #TENLEE #ChengXiao #TenXiao

https://t.co/6lAcNeZk5M",isfj,"👦👧🐱🐱
#TEN #TENLEE #ChengXiao #TenXiao

https://t.co/6lAcNeZk5M"
1363,"220616 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/4GpLwROFYS",isfj,"220616 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/4GpLwROFYS"
1364,meow meow tennie 🐱 https://t.co/q45IQhNJxW,isfj,miau miau tennie 🐱 https://t.co/q45IQhNJxW
1365,"220616 great dance crew weibo update featuring #TEN #TENLEE 

https://t.co/HxquOaS76H",isfj,"220616 gran baile tripulación weibo actualización con #TEN #TENLEE

https://t.co/HxquOaS76H"
1366,"220616 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/SIJkAa3aE8",isfj,"220616 YoukuOfficial twitter update featuring #TEN #TENLEE

https://t.co/SIJkAa3aE8"
1367,"Leader #TEN #TENLEE featured via Youku Entertainment 💫

Full video https://t.co/ZfuuA5e0qz",isfj,"Líder #TEN #TENLEE featured via Youku Entertainment 💫

Vídeo completo https://t.co/ZfuuA5e0qz"
1368,"weishenville just never had a peaceful day, swear 😭 yesterday, justice for shit was trending. then today, theyre sh…",isfj,la verdad es que no me lo puedo creer..............................................................
1369,will automatically block anyone who speaks sht on kun. dgaf anymore,isfj,bloqueará automáticamente cualquier persona que habla sht en kun. dgaf más
1370,A popular leader doesn't necessarily mean a good one - a quote ive heard somewhere 😁,isfj,Un líder popular no significa necesariamente un buen líder - una cita que he oído en alguna parte 😁
1371,ohmygod i'll cry,isfj,ohmygod voy a llorar
1372,stays look at their hourly views increasing!!! pls continue voting 😭,isfj,se queda mira como aumentan sus visitas por hora!!! pls seguir votando 😭
1373,MY EVERYTHING 🫶,isfj,MI TODO 🫶
1374,wtf im just listening to skz records/players and opened twt then BOOM,isfj,wtf im sólo escuchar skz discos / reproductores y abrió twt entonces BOOM
1375,"the buzzfeed puppy interview is really happening!!! what bangchan want, bangchan gets 🫶",isfj,"la entrevista del cachorro de buzzfeed está ocurriendo de verdad!!! lo que bangchan quiere, bangchan lo consigue 🫶"
1376,"WHAT CHAN WANTS, CHAN GETS 🫶",isfj,"LO QUE CHAN QUIERE, CHAN LO CONSIGUE 🫶"
1377,IS THIS REAL OMG ?!??? BRO WE'RE JUST MANIFESTING IT EARLIER AREN'T WE,isfj,¿ESTO ES REAL? HERMANO SÓLO ESTAMOS MANIFESTANDO ANTES ¿NO ES ASÍ
1378,ride like the motion of the ocean high tide in the moonlight one way emotion satisfaction SKRRT SKRRT we ain’t stopping now,isfj,cabalga como el movimiento del océano marea alta a la luz de la luna un camino emoción satisfacción SKRRT SKRRT no vamos a parar ahora
1379,SURE CHAN WHATEVER,isfj,SEGURO CHAN LO QUE SEA
1380,"chan lmaooo stop explaining drive meaning, its about driving and thats it 😭",isfj,"chan lmaooo deja de explicar el significado de drive, se trata de conducir y punto 😭"
1381,STREETLIGHT 🥹🫶🤍,isfj,FAROLA 🥹🫶🤍
1382,YOU KNOW HOW GOOD IS IT WHEN HIS REACTIONS GOES LIKE THIS,isfj,YA SABES LO BUENO QUE ES CUANDO SUS REACCIONES VAN ASÍ
1383,"wish you back and mixtape oh will always has a special place for both skz and stays heart. if you know, you know .",isfj,"te deseo de vuelta y mixtape oh siempre tendra un lugar especial tanto para skz como para stays heart. si lo sabes, lo sabes ."
1384,seo changbin is the best 4th gen rapper and no one can change my mind,isfj,seo changbin es el mejor rapero de 4ª generación y nadie puede hacerme cambiar de opinión
1385,THE VISUALS HELLO ?!??,isfj,LOS VISUALES ¿¡HOLA!???
1386,SMILING SO WIDELY EVERYTIME CHAN PLAYING AND SINGING THIS SONG,isfj,SONRIENDO TAN AMPLIAMENTE CADA VEZ CHAN JUGANDO Y CANTANDO ESTA CANCIÓN
1387,"wherever and whatever situation chan is in, he will still do chan's room bc he promised it and promises are so mean…",isfj,"donde sea y cualquiera que sea la situacion en la que chan se encuentre, el aun hara la habitacion de chan porque lo prometio y las promesas son tan malas..."
1388,can't wait to hear skz records/players on spotify 🥹,isfj,no puedo esperar a escuchar los discos/reproductores de skz en spotify 🥹
1389,HAN JISUNG SKZ PLAYERS &gt;&gt;&gt;&gt;,isfj,HAN JISUNG SKZ PLAYERS &gt;&gt;&gt;&gt;
1390,have a safe flight tomorrow &lt;3,isfj,que tenga un buen vuelo mañana &lt;3
1391,CHANS ROOM OMG ?!??,isfj,CHANS ROOM OMG ?!????
1392,he cried a lot this month :(((,isfj,ha llorado mucho este mes :(((
1393,felix 🥹,isfj,felix 🥹
